     User   NNodes  Timelimit              Submit               Start                 End 
  huashli        2   10:00:00 2017-11-19T02:39:02 2017-11-19T02:39:36 2017-11-19T02:39:36 
  huashli        2   10:00:00 2017-11-19T02:39:02 2017-11-19T02:39:39 2017-11-19T02:39:39 
  huashli        2   10:00:00 2017-11-19T02:40:53 2017-11-19T08:07:10 2017-11-19T18:07:26 
  huashli        2   10:00:00 2017-11-19T02:40:54 2017-11-19T08:07:16 2017-11-19T09:13:44 
  huashli        2 2-00:00:00 2017-11-19T02:42:22 2017-11-19T08:21:31 2017-11-19T13:06:54 
  huashli        2 2-00:00:00 2017-11-19T02:42:22 2017-11-19T08:27:49 2017-11-19T23:30:07 
  huashli        2 2-00:00:00 2017-11-19T02:42:22 2017-11-19T08:27:49 2017-11-19T19:29:57 
   liuyun       32 2-00:00:00 2017-11-19T17:17:15 2017-11-19T17:46:06 2017-11-19T17:46:06 
   liuyun       32 2-00:00:00 2017-11-19T17:45:59 2017-11-20T10:36:10 2017-11-20T10:36:10 
   liuyun       32 2-00:00:00 2017-11-19T17:46:26 2017-11-20T10:36:10 2017-11-20T10:36:10 
  huashli       12 1-00:00:00 2017-11-19T18:36:12 2017-11-19T18:36:41 2017-11-20T18:36:57 
  huashli        2 2-00:00:00 2017-11-19T18:42:49 2017-11-19T18:42:50 2017-11-19T20:35:36 
  huashli        2 2-00:00:00 2017-11-19T18:42:49 2017-11-19T18:42:50 2017-11-19T19:42:56 
  huashli        2 2-00:00:00 2017-11-19T18:42:49 2017-11-19T18:42:50 2017-11-21T18:43:04 
  huashli        2 2-00:00:00 2017-11-19T18:42:49 2017-11-19T18:42:50 2017-11-19T21:09:03 
  huashli        2 2-00:00:00 2017-11-19T18:45:40 2017-11-19T18:45:41 2017-11-19T23:20:58 
  huashli        2 2-00:00:00 2017-11-19T18:45:40 2017-11-19T18:45:41 2017-11-20T04:18:54 
  huashli        2 2-00:00:00 2017-11-19T18:45:40 2017-11-19T18:45:41 2017-11-20T02:24:53 
  huashli        2 2-00:00:00 2017-11-19T18:45:40 2017-11-19T18:45:41 2017-11-20T08:35:22 
  huashli        2   10:00:00 2017-11-19T20:15:51 2017-11-19T20:16:11 2017-11-20T02:54:16 
  huashli        2   10:00:00 2017-11-19T20:15:51 2017-11-19T20:16:11 2017-11-19T23:33:09 
  huashli        2   10:00:00 2017-11-19T20:20:07 2017-11-19T20:35:42 2017-11-20T04:23:55 
  huashli        2 2-00:00:00 2017-11-20T01:16:08 2017-11-20T01:16:11 2017-11-21T06:10:17 
  huashli        2 2-00:00:00 2017-11-20T01:16:08 2017-11-20T01:16:11 2017-11-20T09:43:44 
  huashli        2 2-00:00:00 2017-11-20T01:16:08 2017-11-20T01:16:11 2017-11-20T13:09:32 
  huashli        2 2-00:00:00 2017-11-20T01:19:12 2017-11-20T01:19:42 2017-11-20T01:19:48 
  huashli        2 2-00:00:00 2017-11-20T01:20:39 2017-11-20T01:20:42 2017-11-20T03:03:23 
  huashli        2   10:00:00 2017-11-20T07:14:18 2017-11-20T07:14:42 2017-11-20T08:48:45 
  huashli        2   10:00:00 2017-11-20T07:14:18 2017-11-20T07:14:42 2017-11-20T14:25:10 
  huashli        2   10:00:00 2017-11-20T07:14:18 2017-11-20T07:14:42 2017-11-20T13:01:24 
  huashli        2   10:00:00 2017-11-20T07:14:18 2017-11-20T07:14:42 2017-11-20T11:27:51 
  huashli        2 2-00:00:00 2017-11-20T09:54:57 2017-11-20T09:55:11 2017-11-21T08:09:36 
  huashli        2 2-00:00:00 2017-11-20T09:54:57 2017-11-20T09:55:11 2017-11-20T15:45:59 
  huashli        2 2-00:00:00 2017-11-20T09:54:58 2017-11-20T09:55:11 2017-11-20T16:52:18 
  huashli        2 2-00:00:00 2017-11-20T09:54:58 2017-11-20T09:55:11 2017-11-20T12:40:10 
  huashli        2 2-00:00:00 2017-11-20T09:54:58 2017-11-20T11:27:51 2017-11-20T18:43:28 
   liuyun        2 2-00:00:00 2017-11-20T10:36:00 2017-11-20T12:40:10 2017-11-20T12:56:42 
   liuyun        2 2-00:00:00 2017-11-20T10:36:47 2017-11-20T12:56:42 2017-11-20T13:13:11 
   liuyun        1   12:00:00 2017-11-20T10:39:45 2017-11-20T13:01:24 2017-11-20T13:02:39 
   liuyun        2   02:00:00 2017-11-20T11:09:24 2017-11-20T11:09:32 2017-11-20T11:09:32 
   liuyun        1   02:00:00 2017-11-20T11:09:47 2017-11-20T13:01:24 2017-11-20T13:04:06 
 yanmingw        1 2-00:00:00 2017-11-20T12:44:04 2017-11-20T13:02:39 2017-11-20T13:23:12 
 yanmingw        1   02:00:00 2017-11-20T13:03:29 2017-11-20T13:04:06 2017-11-20T15:04:26 
   liuyun        1   02:00:00 2017-11-20T13:19:35 2017-11-20T13:19:35 2017-11-20T13:20:28 
 yanmingw        1 2-00:00:00 2017-11-20T13:23:28 2017-11-20T13:23:28 2017-11-20T15:09:07 
   liuyun        8 2-00:00:00 2017-11-20T13:35:26 2017-11-20T15:09:07 2017-11-20T20:50:48 
 yanmingw        1 2-00:00:00 2017-11-20T15:25:34 2017-11-20T15:45:59 2017-11-21T19:21:31 
 yanmingw        1   02:00:00 2017-11-20T19:50:04 2017-11-20T19:50:04 2017-11-20T21:50:28 
 yanmingw        2   02:00:00 2017-11-20T22:06:33 2017-11-20T22:06:33 2017-11-21T00:07:00 
   liuyun        8 2-00:00:00 2017-11-20T22:14:15 2017-11-20T22:14:15 2017-11-20T22:58:55 
 yanmingw        1 2-00:00:00 2017-11-20T23:02:15 2017-11-20T23:02:16 2017-11-20T23:03:23 
 yanmingw        1 2-00:00:00 2017-11-20T23:04:19 2017-11-20T23:04:20 2017-11-20T23:05:16 
 yanmingw        1 2-00:00:00 2017-11-20T23:05:57 2017-11-20T23:05:58 2017-11-21T14:31:02 
  huashli       12 1-00:00:00 2017-11-21T05:08:32 2017-11-21T05:08:33 2017-11-22T05:08:37 
 yanmingw        2   02:00:00 2017-11-21T08:10:12 2017-11-21T08:10:14 2017-11-21T08:17:48 
 yanmingw        4   02:00:00 2017-11-21T08:17:55 2017-11-21T08:17:55 2017-11-21T08:20:16 
 yanmingw        4   02:00:00 2017-11-21T08:21:03 2017-11-21T08:21:03 2017-11-21T10:21:31 
 yanmingw        4   02:00:00 2017-11-21T10:51:16 2017-11-21T10:51:17 2017-11-21T12:51:32 
 yanmingw        2   02:00:00 2017-11-21T11:41:06 2017-11-21T11:41:06 2017-11-21T11:41:08 
 yanmingw        2   02:00:00 2017-11-21T11:42:54 2017-11-21T11:42:55 2017-11-21T11:53:39 
   liuyun        8 2-00:00:00 2017-11-21T11:53:17 2017-11-21T11:53:18 2017-11-21T12:10:04 
 yanmingw        2   02:00:00 2017-11-21T11:54:07 2017-11-21T11:54:08 2017-11-21T12:37:58 
 yanmingw        4   02:00:00 2017-11-21T11:55:34 2017-11-21T11:55:34 2017-11-21T13:56:03 
 yanmingw        4   02:00:00 2017-11-21T13:56:56 2017-11-21T13:56:57 2017-11-21T15:01:26 
    medea        1 2-00:00:00 2017-11-21T14:23:56 2017-11-21T14:23:56 2017-11-21T14:27:44 
 yanmingw        4   02:00:00 2017-11-21T14:27:24 2017-11-21T14:27:24 2017-11-21T15:33:33 
    medea        1 2-00:00:00 2017-11-21T14:28:17 2017-11-21T14:28:17 2017-11-21T14:30:11 
 yanmingw        4   02:00:00 2017-11-21T14:28:48 2017-11-21T14:28:49 2017-11-21T15:36:43 
 yanmingw        4   02:00:00 2017-11-21T14:29:29 2017-11-21T14:29:30 2017-11-21T15:34:05 
    medea        2 2-00:00:00 2017-11-21T14:30:07 2017-11-21T14:30:08 2017-11-21T14:30:14 
 yanmingw        1 2-00:00:00 2017-11-21T14:33:21 2017-11-21T14:33:21 2017-11-22T19:03:08 
    medea        1 2-00:00:00 2017-11-21T14:34:17 2017-11-21T14:34:18 2017-11-21T14:34:20 
    medea        1 2-00:00:00 2017-11-21T14:34:26 2017-11-21T14:34:26 2017-11-21T15:31:33 
    medea        4 2-00:00:00 2017-11-21T14:39:12 2017-11-21T14:39:12 2017-11-21T14:41:17 
   liuyun        8 2-00:00:00 2017-11-21T15:05:48 2017-11-21T15:05:49 2017-11-22T08:45:58 
   liuyun        4 2-00:00:00 2017-11-21T15:08:37 2017-11-21T15:34:05 2017-11-21T15:39:31 
   liuyun        8 2-00:00:00 2017-11-21T15:10:48 2017-11-21T15:39:31 2017-11-22T02:33:15 
   liuyun        8 2-00:00:00 2017-11-21T15:10:50 2017-11-21T15:10:57 2017-11-21T15:10:57 
    medea        3 2-00:00:00 2017-11-21T15:29:16 2017-11-21T15:29:41 2017-11-21T15:29:49 
    medea        1 2-00:00:00 2017-11-21T15:29:54 2017-11-21T15:30:11 2017-11-21T15:30:11 
    medea        1 2-00:00:00 2017-11-21T15:30:40 2017-11-21T15:30:41 2017-11-21T15:30:43 
    medea        1 2-00:00:00 2017-11-21T15:30:49 2017-11-21T15:31:11 2017-11-21T17:24:28 
 yanmingw        2   02:00:00 2017-11-21T16:17:08 2017-11-21T16:29:47 2017-11-21T16:29:47 
    medea        4 2-00:00:00 2017-11-21T20:03:44 2017-11-21T20:03:44 2017-11-21T20:06:25 
    medea        4 2-00:00:00 2017-11-21T20:07:20 2017-11-21T20:07:20 2017-11-21T20:09:57 
    medea        4 2-00:00:00 2017-11-21T20:12:24 2017-11-21T20:12:25 2017-11-21T20:15:11 
    medea        4 2-00:00:00 2017-11-21T20:16:06 2017-11-21T20:16:06 2017-11-23T20:16:14 
  huashli        2 2-00:00:00 2017-11-22T02:53:51 2017-11-22T02:53:52 2017-11-22T04:25:41 
  huashli        2 2-00:00:00 2017-11-22T02:53:51 2017-11-22T02:53:52 2017-11-22T06:06:05 
  huashli        2 2-00:00:00 2017-11-22T03:03:40 2017-11-22T03:03:41 2017-11-22T06:12:01 
  huashli        2 2-00:00:00 2017-11-22T03:03:40 2017-11-22T03:03:41 2017-11-22T08:36:53 
  huashli        2 2-00:00:00 2017-11-22T03:03:40 2017-11-22T04:25:41 2017-11-22T12:12:31 
  huashli       12 1-00:00:00 2017-11-22T07:25:38 2017-11-22T07:25:38 2017-11-23T07:25:40 
 yanmingw        1   01:00:00 2017-11-22T07:56:55 2017-11-22T07:56:56 2017-11-22T08:57:07 
    medea        1 2-00:00:00 2017-11-22T07:57:26 2017-11-22T07:57:26 2017-11-22T07:57:30 
    medea        1 2-00:00:00 2017-11-22T07:57:37 2017-11-22T07:57:37 2017-11-22T10:35:01 
 yanmingw        1   08:00:00 2017-11-22T09:18:38 2017-11-22T09:18:39 2017-11-22T09:23:19 
   liuyun        8 2-00:00:00 2017-11-22T09:39:08 2017-11-22T09:39:09 2017-11-22T17:51:07 
   liuyun        8 2-00:00:00 2017-11-22T09:39:53 2017-11-22T17:51:07 2017-11-23T14:25:02 
 yanmingw        1   12:00:00 2017-11-22T10:40:00 2017-11-22T10:40:01 2017-11-22T10:56:18 
 yanmingw        2   12:00:00 2017-11-22T10:47:44 2017-11-22T10:47:44 2017-11-22T10:49:33 
 yanmingw        2   12:00:00 2017-11-22T10:49:42 2017-11-22T10:50:01 2017-11-22T12:24:01 
 yanmingw        1   12:00:00 2017-11-22T11:27:33 2017-11-22T11:27:33 2017-11-22T11:36:04 
    medea        3 2-00:00:00 2017-11-22T11:28:07 2017-11-22T11:28:33 2017-11-22T18:32:32 
 yanmingw        1   12:00:00 2017-11-22T11:44:42 2017-11-22T11:44:42 2017-11-22T12:46:17 
 yanmingw        1   01:00:00 2017-11-22T13:18:04 2017-11-22T13:18:04 2017-11-22T13:28:07 
 yanmingw        1   01:00:00 2017-11-22T13:20:01 2017-11-22T13:20:31 2017-11-22T13:29:30 
 yanmingw        1   12:00:00 2017-11-22T13:28:34 2017-11-22T13:28:38 2017-11-22T13:29:21 
 yanmingw        1   12:00:00 2017-11-22T13:29:34 2017-11-22T13:29:38 2017-11-22T13:30:17 
 yanmingw        1   12:00:00 2017-11-22T14:22:45 2017-11-22T14:22:45 2017-11-22T14:24:05 
 yanmingw        1   12:00:00 2017-11-22T14:55:09 2017-11-22T14:55:10 2017-11-22T14:56:38 
   liuyun        8 2-00:00:00 2017-11-22T19:33:28 2017-11-22T19:33:29 2017-11-22T20:29:14 
   liuyun        8 2-00:00:00 2017-11-22T20:52:33 2017-11-22T20:52:34 2017-11-23T14:05:33 
   liuyun       16 2-00:00:00 2017-11-23T17:34:11 2017-11-23T17:34:11 2017-11-24T09:55:26 
   liuyun        8 2-00:00:00 2017-11-23T17:46:36 2017-11-23T17:46:36 2017-11-23T18:26:43 
   liuyun       16 2-00:00:00 2017-11-23T21:47:09 2017-11-23T21:47:10 2017-11-24T09:55:26 
   liuyun       32 2-00:00:00 2017-11-24T09:56:32 2017-11-24T09:56:32 2017-11-24T11:18:43 
   liuyun       16 2-00:00:00 2017-11-24T11:19:09 2017-11-24T11:19:09 2017-11-24T17:08:02 
   liuyun       16 2-00:00:00 2017-11-24T11:23:10 2017-11-24T11:23:11 2017-11-24T17:10:07 
   liuyun       16 2-00:00:00 2017-11-24T11:24:50 2017-11-24T17:08:02 2017-11-24T17:08:02 
   liuyun       14 2-00:00:00 2017-11-24T17:09:55 2017-11-24T17:09:56 2017-11-24T17:10:07 
   liuyun       16 2-00:00:00 2017-11-24T17:10:23 2017-11-24T17:10:28 2017-11-26T12:09:00 
   liuyun       14 2-00:00:00 2017-11-24T17:10:35 2017-11-24T17:10:35 2017-11-24T22:41:56 
  xzhang1        4 2-00:00:00 2017-11-24T17:26:07 2017-11-24T22:41:56 2017-11-25T02:42:33 
  huashli       12 1-00:00:00 2017-11-24T21:15:45 2017-11-25T02:42:33 2017-11-25T03:06:26 
   liuyun       14 2-00:00:00 2017-11-25T06:04:58 2017-11-25T06:04:58 2017-11-26T00:13:00 
  huashli       12 1-00:00:00 2017-11-25T19:27:37 2017-11-26T00:13:00 2017-11-26T02:23:21 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:11 2017-11-26T03:16:11 2017-11-26T04:13:18 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:29 2017-11-26T03:16:30 2017-11-26T04:19:28 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:29 2017-11-26T03:16:30 2017-11-26T04:17:26 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:30 2017-11-26T04:13:18 2017-11-26T05:16:29 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:30 2017-11-26T04:17:26 2017-11-26T05:22:41 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:31 2017-11-26T04:19:28 2017-11-26T05:22:55 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:31 2017-11-26T05:16:29 2017-11-26T06:20:21 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:32 2017-11-26T05:22:41 2017-11-26T06:24:20 
  xzhang1        4 2-00:00:00 2017-11-26T03:16:32 2017-11-26T05:22:55 2017-11-26T06:28:29 
  xzhang1        4 2-00:00:00 2017-11-26T03:18:37 2017-11-26T06:20:21 2017-11-28T06:20:27 
   liuyun       14 2-00:00:00 2017-11-26T09:42:37 2017-11-26T12:09:00 2017-11-26T12:09:00 
   liuyun       16 2-00:00:00 2017-11-26T09:43:51 2017-11-26T12:09:00 2017-11-26T12:09:00 
   liuyun        8 2-00:00:00 2017-11-26T12:09:46 2017-11-26T12:09:47 2017-11-26T12:10:34 
   liuyun        8 2-00:00:00 2017-11-26T12:11:34 2017-11-26T12:11:34 2017-11-26T21:31:25 
   liuyun       16 2-00:00:00 2017-11-26T12:16:21 2017-11-26T12:16:21 2017-11-26T22:50:05 
   liuyun        8 2-00:00:00 2017-11-26T12:29:38 2017-11-26T21:31:25 2017-11-27T07:12:38 
    medea        3 2-00:00:00 2017-11-26T18:55:37 2017-11-26T18:55:38 2017-11-26T18:56:06 
    medea        3 2-00:00:00 2017-11-26T19:28:15 2017-11-26T19:28:15 2017-11-26T21:24:30 
   liuyun        8 2-00:00:00 2017-11-26T22:49:35 2017-11-26T22:50:26 2017-11-27T10:56:00 
   liuyun        8 2-00:00:00 2017-11-26T22:51:56 2017-11-26T22:51:57 2017-11-27T15:09:49 
    medea        3 2-00:00:00 2017-11-27T08:04:44 2017-11-27T08:04:45 2017-11-27T08:05:53 
    medea        3 2-00:00:00 2017-11-27T08:48:49 2017-11-27T08:48:50 2017-11-27T21:05:15 
   liuyun        8 2-00:00:00 2017-11-27T11:00:01 2017-11-27T11:05:15 2017-11-27T13:08:20 
   liuyun        8 2-00:00:00 2017-11-27T11:00:17 2017-11-27T11:03:06 2017-11-27T11:41:09 
   liuyun        4 2-00:00:00 2017-11-27T11:16:33 2017-11-27T11:41:18 2017-11-27T11:41:19 
   liuyun        4 2-00:00:00 2017-11-27T12:14:40 2017-11-27T12:14:41 2017-11-27T12:15:14 
   liuyun        4 2-00:00:00 2017-11-27T12:17:07 2017-11-27T12:17:08 2017-11-27T12:25:15 
   liuyun        4 2-00:00:00 2017-11-27T12:17:27 2017-11-27T12:17:28 2017-11-27T12:54:49 
   liuyun        4 2-00:00:00 2017-11-27T12:22:06 2017-11-27T12:23:01 2017-11-27T12:23:01 
   liuyun        4 2-00:00:00 2017-11-27T12:22:55 2017-11-27T12:25:15 2017-11-27T12:25:16 
   liuyun        4 2-00:00:00 2017-11-27T12:23:16 2017-11-27T12:25:16 2017-11-27T14:23:49 
   liuyun        8 2-00:00:00 2017-11-27T12:25:01 2017-11-27T13:08:20 2017-11-27T19:29:15 
   liuyun        4 2-00:00:00 2017-11-27T13:31:47 2017-11-27T13:31:47 2017-11-27T13:41:43 
   liuyun        4 2-00:00:00 2017-11-27T13:33:53 2017-11-27T13:41:43 2017-11-27T13:41:48 
   liuyun        4 2-00:00:00 2017-11-27T13:34:13 2017-11-27T13:41:48 2017-11-27T14:23:49 
   liuyun        8 2-00:00:00 2017-11-27T13:35:12 2017-11-27T13:57:46 2017-11-27T13:57:46 
   liuyun        8 2-00:00:00 2017-11-27T13:35:16 2017-11-27T14:23:52 2017-11-27T16:24:16 
   liuyun        4 2-00:00:00 2017-11-27T14:11:07 2017-11-27T15:09:49 2017-11-27T15:26:37 
   liuyun        4 2-00:00:00 2017-11-27T14:30:45 2017-11-27T15:09:49 2017-11-27T15:19:45 
   liuyun        4 2-00:00:00 2017-11-27T14:31:22 2017-11-27T15:19:45 2017-11-27T17:54:12 
   liuyun        4 2-00:00:00 2017-11-27T14:35:00 2017-11-27T15:26:37 2017-11-27T17:54:12 
   liuyun        1 2-00:00:00 2017-11-27T16:04:51 2017-11-27T16:24:16 2017-11-27T16:25:14 
   liuyun        1 2-00:00:00 2017-11-27T16:05:12 2017-11-27T16:24:16 2017-11-27T16:25:20 
    medea        1 2-00:00:00 2017-11-27T17:10:40 2017-11-27T17:10:40 2017-11-27T17:20:06 
   liuyun        8 2-00:00:00 2017-11-27T17:40:51 2017-11-27T17:40:52 2017-11-27T17:42:07 
   liuyun        8 2-00:00:00 2017-11-27T17:41:23 2017-11-27T17:42:07 2017-11-28T00:19:49 
   liuyun        4 2-00:00:00 2017-11-27T17:43:00 2017-11-27T17:54:14 2017-11-27T18:04:31 
    medea        1 2-00:00:00 2017-11-27T17:48:15 2017-11-27T17:54:14 2017-11-27T17:54:15 
   liuyun        4 2-00:00:00 2017-11-27T17:51:07 2017-11-27T17:54:15 2017-11-27T17:54:19 
   liuyun        4 2-00:00:00 2017-11-27T17:55:09 2017-11-27T17:55:09 2017-11-27T17:55:13 
   liuyun        4 2-00:00:00 2017-11-27T17:57:40 2017-11-27T17:57:41 2017-11-27T18:13:30 
   liuyun        4 2-00:00:00 2017-11-27T18:01:14 2017-11-27T18:04:31 2017-11-27T18:13:30 
   liuyun        8 2-00:00:00 2017-11-27T18:02:36 2017-11-27T18:13:32 2017-11-28T10:34:58 
   liuyun        4 2-00:00:00 2017-11-27T18:11:37 2017-11-27T18:13:30 2017-11-27T18:13:30 
   liuyun        4 2-00:00:00 2017-11-27T18:16:05 2017-11-27T19:29:15 2017-11-27T19:39:35 
  huashli       12 1-00:00:00 2017-11-27T18:29:06 2017-11-28T00:19:49 2017-11-28T08:07:51 
   liuyun        1 2-00:00:00 2017-11-27T18:36:29 2017-11-27T18:37:01 2017-11-27T18:37:01 
   liuyun        8 2-00:00:00 2017-11-27T20:45:24 2017-11-28T06:20:30 2017-11-28T06:33:48 
 yanmingw        1 2-00:00:00 2017-11-27T22:40:41 2017-11-27T22:40:51 2017-11-27T22:40:51 
 yanmingw        1 2-00:00:00 2017-11-27T22:58:33 2017-11-27T22:58:51 2017-11-27T22:58:51 
 yanmingw        1 2-00:00:00 2017-11-27T23:01:33 2017-11-27T23:01:46 2017-11-27T23:08:57 
 yanmingw        1 2-00:00:00 2017-11-27T23:13:15 2017-11-27T23:13:27 2017-11-27T23:17:28 
 yanmingw        1 2-00:00:00 2017-11-27T23:19:14 2017-11-27T23:19:20 2017-11-27T23:21:57 
 yanmingw        1 2-00:00:00 2017-11-27T23:22:04 2017-11-27T23:22:20 2017-11-27T23:26:59 
 yanmingw        1 2-00:00:00 2017-11-27T23:49:03 2017-11-27T23:49:20 2017-11-27T23:58:31 
 yanmingw        1 2-00:00:00 2017-11-28T11:38:34 2017-11-28T11:38:34 2017-11-28T11:44:42 
 yanmingw        1 2-00:00:00 2017-11-28T11:44:46 2017-11-28T11:44:47 2017-11-28T11:50:22 
 yanmingw        1 2-00:00:00 2017-11-28T11:59:09 2017-11-28T11:59:09 2017-11-28T12:07:50 
 yanmingw        1 2-00:00:00 2017-11-28T12:07:55 2017-11-28T12:07:55 2017-11-28T12:18:22 
 yanmingw        1 2-00:00:00 2017-11-28T12:26:09 2017-11-28T12:26:10 2017-11-28T12:30:56 
   liuyun        8 2-00:00:00 2017-11-28T12:29:09 2017-11-28T12:29:10 2017-11-28T12:30:01 
 yanmingw        1 2-00:00:00 2017-11-28T12:33:37 2017-11-28T12:33:38 2017-11-28T13:44:24 
   liuyun        8 2-00:00:00 2017-11-28T12:35:29 2017-11-28T12:35:29 2017-11-28T23:15:45 
   liuyun        4 2-00:00:00 2017-11-28T12:38:08 2017-11-28T12:38:08 2017-11-28T12:43:25 
   liuyun        4 2-00:00:00 2017-11-28T12:40:07 2017-11-28T12:40:08 2017-11-28T13:25:58 
 yanmingw        1 2-00:00:00 2017-11-28T12:42:36 2017-11-28T12:42:36 2017-11-30T12:43:02 
   liuyun        4 2-00:00:00 2017-11-28T13:25:42 2017-11-28T13:25:43 2017-11-28T13:58:36 
   liuyun        4 2-00:00:00 2017-11-28T13:26:42 2017-11-28T13:26:43 2017-11-28T13:49:59 
   liuyun        8 2-00:00:00 2017-11-28T13:29:14 2017-11-28T13:29:14 2017-11-28T15:41:52 
   liuyun        8 2-00:00:00 2017-11-28T13:31:27 2017-11-28T13:49:59 2017-11-28T14:21:13 
  xzhang1        6 2-00:00:00 2017-11-28T14:04:09 2017-11-28T14:04:09 2017-11-30T00:43:43 
     txie        1 2-00:00:00 2017-11-28T14:16:34 2017-11-28T14:21:20 2017-11-28T14:21:39 
   liuyun        8 2-00:00:00 2017-11-28T14:21:43 2017-11-28T14:21:43 2017-11-28T15:15:49 
   liuyun        8 2-00:00:00 2017-11-28T14:22:19 2017-11-28T15:15:49 2017-11-28T15:41:52 
     txie        1 2-00:00:00 2017-11-28T14:22:46 2017-11-28T15:42:00 2017-11-28T15:42:01 
   liuyun        8 2-00:00:00 2017-11-28T14:23:15 2017-11-28T15:41:52 2017-11-28T15:41:52 
    medea        1 2-00:00:00 2017-11-28T15:28:05 2017-11-28T15:28:20 2017-11-28T15:28:42 
    medea        1 2-00:00:00 2017-11-28T15:49:32 2017-11-28T15:49:33 2017-11-28T15:49:55 
 yanmingw        2 2-00:00:00 2017-11-28T15:51:56 2017-11-28T15:51:57 2017-11-28T18:19:50 
     txie        1 2-00:00:00 2017-11-28T15:52:19 2017-11-28T15:52:20 2017-11-28T16:37:19 
     txie        1 2-00:00:00 2017-11-28T16:00:00 2017-11-28T16:00:01 2017-11-28T16:02:01 
    medea        1 2-00:00:00 2017-11-28T16:08:47 2017-11-28T16:08:47 2017-11-28T16:09:09 
   liuyun        8 2-00:00:00 2017-11-28T16:27:19 2017-11-28T16:27:20 2017-11-28T16:27:38 
   liuyun        8 2-00:00:00 2017-11-28T16:29:11 2017-11-28T16:29:11 2017-11-28T16:30:20 
   liuyun        8 2-00:00:00 2017-11-28T16:30:30 2017-11-28T16:30:30 2017-11-28T16:31:04 
    medea        2 2-00:00:00 2017-11-28T17:04:14 2017-11-28T17:04:14 2017-11-29T07:06:23 
     txie        1 2-00:00:00 2017-11-28T17:06:53 2017-11-28T17:06:54 2017-11-29T03:04:46 
     txie        1 2-00:00:00 2017-11-28T17:06:53 2017-11-28T17:06:54 2017-11-29T11:11:22 
     txie        1 2-00:00:00 2017-11-28T17:06:53 2017-11-28T17:06:54 2017-11-29T19:12:37 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-28T17:11:14 2017-11-28T17:13:18 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-28T17:13:20 2017-11-29T02:59:42 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-28T23:15:45 2017-11-29T05:34:26 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T02:59:42 2017-11-29T12:21:49 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T05:34:26 2017-11-29T11:43:06 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T07:06:23 2017-11-29T16:31:19 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T11:43:06 2017-11-29T18:24:34 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T12:21:49 2017-11-29T21:56:34 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T16:31:19 2017-11-30T02:03:38 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T18:24:34 2017-11-30T01:16:13 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-29T21:56:34 2017-11-30T08:18:50 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T01:16:13 2017-11-30T07:31:52 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T02:03:38 2017-11-30T12:36:55 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T07:31:52 2017-11-30T15:19:36 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T08:18:50 2017-11-30T17:32:51 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T12:36:55 2017-11-30T22:03:14 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T15:19:36 2017-11-30T21:59:15 
   liuyun        8 2-00:00:00 2017-11-28T17:11:14 2017-11-30T17:32:51 2017-12-01T02:36:30 
   liuyun        8 2-00:00:00 2017-11-28T17:13:27 2017-11-30T21:59:15 2017-12-01T04:21:25 
   liuyun        8 2-00:00:00 2017-11-28T17:44:13 2017-11-29T10:38:54 2017-11-29T10:38:54 
   liuyun        8 2-00:00:00 2017-11-28T17:44:13 2017-11-29T10:38:54 2017-11-29T10:38:54 
   liuyun        8 2-00:00:00 2017-11-28T17:44:13 2017-11-29T10:38:54 2017-11-29T10:38:54 
   liuyun        8 2-00:00:00 2017-11-28T17:44:13 2017-11-29T10:38:54 2017-11-29T10:38:54 
   liuyun        8 2-00:00:00 2017-11-28T17:44:13 2017-11-29T10:38:54 2017-11-29T10:38:54 
   liuyun        8 2-00:00:00 2017-11-28T17:44:13 2017-11-29T10:38:54 2017-11-29T10:38:54 
